Position,Name-Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Malik Burnett / Troy,22,0,12,1,3.3,0.319,0.5,1.6,0.343,0.5,1.7,0.297,0.5,0.6,0.714,0.4,1,1.3,1.1,0.2,0.2,1.1,0.8,3
1,Devante Foster / Troy,18,2,8.3,1,2.2,0.462,0.8,1.3,0.625,0.2,0.8,0.2,0.6,0.7,0.769,0.7,1.6,2.3,0.2,0.3,0.3,0.7,1.3,2.7
1,Davion Thomas / Troy,13,1,8,0.8,2,0.385,0.6,1.5,0.421,0.2,0.5,0.286,0.6,0.8,0.8,0.7,1,1.7,0.2,0,0.2,0.7,0.6,2.3
0,Atakan Sahinkaya / Troy,10,0,3.7,0.5,1.1,0.455,0.3,0.8,0.375,0.2,0.3,0.667,0.2,0.4,0.5,0.2,0.4,0.6,0.2,0.4,0.1,0.2,0.9,1.4
0,Jalen Tuck / Troy,6,0,2.3,0.5,0.8,0.6,0.5,0.5,1,0,0.3,0,0,0,0,0,0.2,0.2,0,0,0,0,0,1
0,Eric Walker / Troy,6,0,2.2,0.2,0.5,0.333,0.2,0.2,1,0,0.3,0,0,0,0,0,0.3,0.3,0,0.2,0,0.2,0,0.3
0,Rayjon Tucker / Arkansas Little Rock,30,30,36.6,6.2,12.7,0.491,3.8,6.9,0.558,2.4,5.8,0.411,5.5,7,0.777,0.8,6,6.7,1.8,1.1,0.4,2.6,2.3,20.3
1,Nikola Maric / Arkansas Little Rock,31,30,24.4,3.9,7.5,0.517,3.4,6.4,0.533,0.5,1.1,0.429,2.5,3.9,0.645,1.3,3.2,4.5,1.7,0.2,0.6,3.2,3.4,10.7
0,Markquis Nowell / Arkansas Little Rock,25,18,30.4,3.8,10,0.382,2,4.8,0.412,1.8,5.2,0.354,1.7,2.1,0.792,0.4,2.8,3.2,4.2,1.4,0,3.3,2.2,11.1
1,Kris Bankston / Arkansas Little Rock,31,17,21.6,3.5,4.3,0.813,3.5,4.3,0.82,0,0,0,1.1,2.2,0.507,1.5,3.1,4.5,1.1,0.7,1.1,1.4,3,8.2
0,Deondre Burns / Arkansas Little Rock,25,4,25.1,3.4,8.2,0.417,2.6,5.4,0.478,0.9,2.9,0.306,2.2,2.9,0.767,0.4,2.4,2.8,1.6,0.5,0,1.7,2.7,10
0,Jaizec Lottie / Arkansas Little Rock,23,17,30.8,2.9,6.5,0.44,2.2,4.3,0.515,0.7,2.2,0.294,0.8,2,0.391,0.4,3,3.4,3.9,1.2,0.1,2.5,2.3,7.2
1,Kamani Johnson / Arkansas Little Rock,27,15,19.2,2,3.6,0.552,2,3.5,0.558,0,0,0,1.2,2.4,0.508,1.9,2.9,4.8,1.4,0.5,0.5,1.5,3.1,5.1
0,Ryan Pippins / Arkansas Little Rock,21,0,20.5,2.1,4.6,0.454,1,1.7,0.556,1.1,2.9,0.393,0.4,1,0.381,0.1,2.3,2.4,0.9,0.4,0,0.9,1.8,5.7
1,Dani Koljanin / Arkansas Little Rock,26,7,13.3,1.2,3.3,0.372,0.9,1.7,0.523,0.3,1.6,0.214,0.3,0.5,0.571,0.8,1.5,2.2,0.2,0.2,0.1,0.3,0.8,3.1
1,Horace Wyatt Jr. / Arkansas Little Rock,24,17,11,0.8,1.5,0.486,0.7,1.3,0.516,0.1,0.3,0.333,0.5,0.8,0.684,0.1,0.8,0.9,0.4,0.2,0.2,0.6,1.2,2.1
1,Damir Hadzic / Arkansas Little Rock,10,0,6.2,0.7,1.6,0.438,0.6,1.1,0.545,0.1,0.5,0.2,0.3,0.4,0.75,0,0.9,0.9,0.1,0,0,0.9,0.8,1.8
0,Terrell Curtis II / Arkansas Little Rock,8,0,1.4,0,0.4,0,0,0,0,0,0.4,0,0.4,0.9,0.429,0,0,0,0,0,0,0.1,0.1,0.4
0,Gary Blackston / Prairie View,34,34,31.2,5.2,12.1,0.429,3.7,7.9,0.476,1.4,4.2,0.343,3.8,5.7,0.656,1.7,5.2,7,1.9,1.7,0.2,2,2.7,15.6
1,Devonte Patterson / Prairie View,32,30,28,4.6,9.3,0.493,4.2,7.3,0.575,0.4,2,0.2,3.9,5.4,0.723,2.1,2.9,5,1.2,1.3,0.2,2.3,3.2,13.5
0,Gerard Andrus / Prairie View,35,34,29.2,4.3,9,0.476,4.2,8.7,0.48,0.1,0.3,0.364,1.3,1.8,0.714,2.2,3.5,5.7,1,1.1,0.5,1.1,3,10
0,Darius Williams / Prairie View,34,1,18,2.9,7.4,0.383,1.6,3.4,0.457,1.3,4,0.321,1.6,2.1,0.789,0.6,1.6,2.2,0.6,1.1,0.1,1,2.4,8.6
0,Dennis Jones / Prairie View,32,25,27,2.9,7.5,0.39,2.2,4.9,0.449,0.8,2.7,0.282,2.2,4.2,0.526,0.5,1.6,2,4.6,2.1,0.1,3,3.3,8.8
0,Taishaun Johnson / Prairie View,35,13,20.9,1.8,5,0.366,1.4,3.2,0.438,0.4,1.8,0.238,3,3.9,0.77,0.7,1.5,2.2,2.4,0.9,0,1.7,1.8,7.1
0,Chancellor Ellis / Prairie View,34,1,12.1,1.7,4.7,0.366,0.3,0.9,0.3,1.5,3.9,0.382,0.3,0.4,0.733,0.4,0.4,0.9,0.3,0.1,0,0.3,1.2,5.3
0,Antione Lister / Prairie View,33,2,13.9,1.5,2.9,0.537,0.8,1.1,0.73,0.7,1.8,0.414,1,1.2,0.8,0.3,0.9,1.2,0.3,0.3,0.2,0.6,1.3,4.8
1,Iwin Ellis / Prairie View,35,34,16.5,1.4,1.9,0.716,1.4,1.9,0.716,0,0,0,0.3,0.8,0.429,1,2.2,3.2,0.3,0.3,0.3,0.4,2.2,3.1
0,Leon Sneed / Prairie View,15,1,8.7,0.4,0.9,0.429,0.4,0.9,0.429,0,0,0,0.4,0.7,0.6,0.2,0.4,0.6,1.1,0.6,0,0.5,1.5,1.2
0,Tyler Singleton / Prairie View,22,0,5.5,0.3,0.5,0.6,0.2,0.4,0.556,0,0,1,0.2,0.4,0.5,0.1,0.5,0.6,0.2,0,0,0.1,0.4,0.8
0,Faite Wiliams / Prairie View,25,0,2.8,0.1,0.4,0.273,0.1,0.3,0.375,0,0.1,0,0.1,0.2,0.75,0.1,0.2,0.3,0.1,0,0,0.1,0.5,0.4
0,Elijah Holifield / Prairie View,7,0,2.3,0.1,0.7,0.2,0,0,0,0.1,0.7,0.2,0,0,0,0,0.4,0.4,0.3,0,0,0,0.1,0.4
1,Tristen Williams / Prairie View,11,0,2,0.1,0.4,0.25,0.1,0.3,0.333,0,0.1,0,0,0,0,0,0.2,0.2,0,0.1,0,0.1,0.2,0.2
1,Kevonte Corley / Prairie View,4,0,2.3,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.8,0
1,Jeremy Combs / Texas Southern,38,38,31.7,6.4,10.6,0.602,6.2,10,0.622,0.1,0.6,0.238,4.7,8,0.59,3.7,5.5,9.3,1.5,1.6,0.6,2.4,3.2,17.6
0,Jalyn Patterson / Texas Southern,33,23,28.7,3.8,10.7,0.357,1.8,4.2,0.429,2,6.5,0.31,2.2,2.8,0.777,0.5,3,3.5,3.8,1.3,0.2,2.5,1.6,11.8
0,Devocio Butler / Texas Southern,38,38,27.9,3.3,7.6,0.436,1.8,4,0.457,1.5,3.6,0.412,1.3,1.9,0.708,1.2,3.1,4.3,1.9,1,0.2,1.5,2.2,9.4
0,John Jones / Texas Southern,38,20,19.9,2.5,6.7,0.375,0.9,2,0.442,1.6,4.6,0.347,1.1,1.3,0.854,0.4,1,1.4,1.5,0.4,0,1.5,1.2,7.7
1,Trayvon Reed / Texas Southern,22,14,22.8,5.2,7.8,0.663,5,7.3,0.681,0.2,0.5,0.417,2.1,3.3,0.63,1.8,6,7.8,0.7,0.3,1.5,2.1,2.7,12.7
0,Tyrik Armstrong / Texas Southern,36,19,20.9,2.7,6.5,0.415,1.9,4.2,0.441,0.8,2.3,0.366,1.5,1.8,0.815,0.6,1.4,2,3.1,1.4,0.1,1.4,1.4,7.7
1,Eden Ewing / Texas Southern,29,24,23.1,3.7,6.9,0.53,3.5,6.5,0.54,0.1,0.4,0.364,1.8,3.4,0.535,1.8,5.2,7,1.2,0.8,0.8,2.5,3.2,9.3
0,Justin Hopkins / Texas Southern,34,1,18,2.1,4.6,0.468,2.1,4.2,0.497,0.1,0.4,0.154,1.9,2.9,0.673,1.8,2.2,4,0.6,0.4,0.1,1.2,1.7,6.3
0,Derrick Bruce / Texas Southern,25,5,19.6,2.3,6.6,0.349,1.3,2.6,0.485,1,4,0.26,2,2.3,0.862,0.2,1.4,1.6,1.9,1,0.2,1.5,2.1,7.7
0,Shawn Olden / Texas Southern,20,1,12.9,1.2,4,0.291,0.5,1.3,0.4,0.7,2.7,0.241,1.3,1.8,0.722,0.2,0.8,1,1,0.7,0.2,0.6,1.2,4.3
0,Cainan McClelland / Texas Southern,32,7,10.6,0.4,1.6,0.235,0.2,0.6,0.263,0.2,1,0.219,0.4,0.8,0.56,0.3,0.9,1.2,0.8,0.5,0.1,0.5,0.8,1.4
1,Michael Dobbins / Texas Southern,21,0,3.2,0.2,0.5,0.5,0.2,0.5,0.5,0,0,0,0.3,0.5,0.636,0.3,0.4,0.7,0,0.1,0.1,0.2,0.3,0.8
0,Divonte Lumpkin / Texas Southern,16,0,5.5,0.4,1,0.438,0.4,0.9,0.429,0.1,0.1,0.5,0,0.3,0,0.1,0.7,0.8,0.1,0.3,0,0.2,0.6,0.9
1,Kevin Granger / Texas Southern,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Ivy Smith Jr. / Grambling,33,31,31,3.6,8.8,0.405,2.8,6.5,0.435,0.7,2.3,0.32,5.3,6.5,0.819,0.7,2.7,3.3,4.9,1.8,0.3,3.5,2.2,13.2
1,Dallas Polk-Hilliard / Grambling,34,33,31.3,4.7,10,0.466,2.9,6.1,0.478,1.7,3.9,0.447,1.7,2.7,0.62,1.1,4.2,5.4,0.9,0.7,0.7,1.6,2.3,12.8
1,Devante Jackson / Grambling,33,23,18.8,2.5,6,0.426,2.4,5.5,0.433,0.2,0.5,0.353,2.5,3.6,0.689,1.2,2.5,3.7,1.1,0.3,0.4,1.7,2.1,7.8
1,Axel Mpoyo / Grambling,34,23,22.1,3,5.2,0.567,2.2,3.7,0.608,0.7,1.6,0.472,0.8,1.4,0.571,1.8,3.7,5.5,0.5,0.6,0.6,1.4,2.5,7.5
0,Prince Moss / Grambling,34,4,16.9,2.4,4.7,0.503,1.4,2.6,0.533,0.9,2,0.464,1.3,1.7,0.729,0.4,2.5,2.9,0.7,0.6,0.1,1.4,2.2,6.9
0,Anthony Gaston / Grambling,31,18,22.6,2,5.1,0.386,1.1,2.7,0.422,0.8,2.4,0.347,1.6,2.1,0.797,0.4,2.5,2.9,0.9,0.5,0.1,1.3,1.8,6.4
0,Lasani Johnson / Grambling,17,6,23.3,3.2,7.8,0.417,1.3,3.8,0.344,1.9,4,0.485,1.1,1.4,0.75,0.5,2.8,3.4,0.9,0.8,0.1,0.8,1.3,9.5
0,Nigel Ribeiro / Grambling,34,6,16.5,1.6,4.1,0.399,1.2,2.7,0.457,0.4,1.4,0.283,0.5,0.8,0.607,0.3,2.1,2.3,1.5,0.5,0.1,1.4,1.7,4.1
1,Zavier Peart / Grambling,34,15,15.7,1.6,3.8,0.426,1.6,3.6,0.438,0.1,0.2,0.25,0.6,1.2,0.525,0.8,2.3,3.1,0.4,0.1,0.7,0.9,2.6,3.9
1,Travon Bunch / Grambling,33,9,12.8,1.5,2.5,0.605,1.5,2.4,0.615,0,0.1,0.333,0.6,1.5,0.38,0.7,2.5,3.2,0.4,0.1,1.3,1.6,2.5,3.6
0,Shaq Athie / Grambling,22,2,7.4,0.5,1.5,0.364,0.5,1.5,0.375,0,0,0,1,1.9,0.561,0.5,1.3,1.8,1,0.2,0,0.8,0.6,2.1
0,Drake Wilks / Grambling,4,0,5.3,0.8,1.3,0.6,0.3,0.3,1,0.5,1,0.5,0,0,0,0,0.8,0.8,1,0,0.3,0.3,0,2
1,Bobby Jackson / Grambling,5,0,4,0.4,0.8,0.5,0.4,0.4,1,0,0.4,0,0,0,0,0.2,0.6,0.8,0.2,0,0,0.2,0,0.8
0,Martaveous McKnight / Arkansas Pine Bluff,32,32,36.8,7.1,16,0.442,4.8,10,0.475,2.3,6,0.387,4.4,6.2,0.709,0.7,4.3,5,2.9,1.5,0.3,2.7,1.2,20.8
1,Shaun Doss / Arkansas Pine Bluff,32,28,30.4,4.1,8.8,0.463,3.4,6.7,0.516,0.6,2.1,0.294,4,5.9,0.676,1.4,2.8,4.2,1.7,1.1,0.4,2.3,2.4,12.7
0,Charles Jackson / Arkansas Pine Bluff,32,22,23.4,2.3,6.2,0.372,0.5,1.5,0.333,1.8,4.7,0.384,1.1,1.3,0.833,0.4,2.6,3,1.6,0.6,0.4,1.8,2,7.5
1,Terrance Banyard / Arkansas Pine Bluff,32,28,22.5,2.3,5,0.456,2.2,4.3,0.504,0.1,0.7,0.174,2.2,3.1,0.697,1.5,3.3,4.8,0.7,0.8,1.1,1.3,2.8,6.8
1,Marquell Carter / Arkansas Pine Bluff,29,12,21.3,1.6,4.3,0.373,1,2.6,0.4,0.6,1.8,0.333,0.7,1,0.714,1,2.4,3.4,1.1,0.6,0.2,1.3,2.1,4.5
1,Isaac Bassey / Arkansas Pine Bluff,28,2,7.4,1,2,0.474,1,2,0.474,0,0,0,0.6,0.8,0.762,0.4,1.1,1.5,0.1,0.1,0.3,1.1,1.5,2.5
1,Artavious McDyess / Arkansas Pine Bluff,21,9,12.9,1.5,2.5,0.596,1.5,2.5,0.596,0,0,0,0.4,0.9,0.444,1,1.6,2.5,0.4,0.1,0.4,1.3,1.3,3.3
0,Marcus Wallace / Arkansas Pine Bluff,28,0,7.2,0.5,1.4,0.35,0.2,0.6,0.353,0.3,0.8,0.348,0.4,0.5,0.8,0.3,0.6,0.9,0.5,0.4,0,0.4,0.8,1.7
0,Cameron Posey / Arkansas Pine Bluff,31,7,9.6,0.5,1.3,0.4,0.3,0.5,0.471,0.3,0.7,0.348,0.2,0.2,0.857,0.2,0.6,0.8,0.6,0.5,0,0.8,1.1,1.5
1,Trevor Banks / Arkansas Pine Bluff,9,9,17.3,1.9,4,0.472,1.9,4,0.472,0,0,0,1.1,2.1,0.526,1.4,1.9,3.3,0.1,0.3,0.2,0.9,2.6,4.9
1,Christian Robertson / Arkansas Pine Bluff,18,3,10.1,1.1,2.1,0.514,1.1,2,0.528,0,0.1,0,0.3,0.5,0.556,0.4,0.5,0.9,0.3,0.3,0.1,0.7,0.9,2.4
0,Quamauri Hardy / Arkansas Pine Bluff,32,3,12,0.6,1.4,0.391,0.6,1.1,0.5,0,0.3,0,0.2,0.4,0.429,0.5,0.7,1.3,1.3,0.5,0,0.7,0.9,1.3
1,Chris Smith / Arkansas Pine Bluff,32,4,8.5,0.4,1.1,0.343,0.4,1.1,0.343,0,0,0,0.5,1.1,0.429,0.6,1,1.6,0.2,0.2,0.3,0.6,2,1.2
0,Anthony Davis Jr. / Arkansas Pine Bluff,23,0,7.9,0.5,1.9,0.256,0.3,0.6,0.429,0.2,1.3,0.172,0.2,0.2,1,0.2,0.4,0.6,0.4,0.3,0,0.6,1.1,1.3
1,Dwain Whitfield / Arkansas Pine Bluff,12,0,4.2,0.3,1.2,0.214,0.3,1.2,0.214,0,0,0,0,0,0,0.3,0.5,0.8,0.1,0,0.2,0.2,0.6,0.5
0,Jordan McNair / Arkansas Pine Bluff,9,0,3.7,0.1,0.7,0.167,0.1,0.4,0.25,0,0.2,0,0.1,0.2,0.5,0,0.3,0.3,0.2,0.2,0.1,0.2,0.3,0.3
0,William Ridgell / Arkansas Pine Bluff,4,0,5,0,0.3,0,0,0,0,0,0.3,0,0.3,0.5,0.5,0.3,0,0.3,0,0.3,0,0.5,1,0.3
0,Khalid Campbell / Arkansas Pine Bluff,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,J'Breun Sprinkle / Arkansas Pine Bluff,2,0,2,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0
0,Chris Howell / Jackson State,32,28,30.4,4.9,11.5,0.425,4.8,11,0.436,0.1,0.5,0.188,2.3,3.7,0.624,1.6,5.8,7.4,2.3,0.9,0.3,3.1,2.5,12.2
0,Venjie Wallis / Jackson State,31,29,31.2,4.1,9.8,0.421,3.5,7.7,0.462,0.6,2.1,0.273,3.6,5.6,0.646,1.6,2.6,4.3,2.1,1.4,0.4,2.4,3,12.5
0,Jontrell Walker / Jackson State,31,3,19.5,2.5,7.9,0.32,0.9,2.5,0.368,1.6,5.4,0.298,2.1,2.7,0.786,0.3,1.2,1.5,1,0.5,0.1,1.4,1.8,8.8
1,Jayveous McKinnis / Jackson State,28,27,26.3,3.7,5.5,0.665,3.7,5.5,0.669,0,0,0,1.1,2.2,0.492,2.9,4.9,7.8,0.3,1,2.1,0.7,2.8,8.4
1,Lemmie Howard / Jackson State,31,15,19.5,2.5,6,0.414,1.7,3.7,0.461,0.8,2.3,0.338,0.5,0.9,0.593,1,1.9,2.9,0.7,0.4,0.6,0.9,1.8,6.3
0,Dontelius Ross / Jackson State,30,26,30,1.4,5.4,0.259,0.5,1.5,0.326,0.9,3.9,0.233,1.6,2,0.8,0.4,2.4,2.8,3.1,0.9,0.1,2.1,2.4,5.3
1,Justin Johnson / Jackson State,25,12,12.6,1.3,3.5,0.379,1.3,3.2,0.407,0,0.2,0,0.3,0.6,0.5,0.6,1.8,2.5,0.5,0.3,0.2,1,1.5,3
0,William Brown / Jackson State,27,8,11.3,0.9,2.7,0.342,0.5,1.9,0.275,0.4,0.8,0.5,0.4,1.1,0.414,0.1,0.8,0.9,0.6,0.5,0,0.9,1.4,2.7
1,Khalill Spencer / Jackson State,29,1,9.4,1,1.7,0.583,1,1.6,0.596,0,0,0,0.2,0.3,0.5,0.8,1.2,2,0.2,0.4,0.1,0.7,2,2.1
0,Jeremiah Bozeman / Jackson State,25,4,8.2,0.6,1.6,0.341,0.4,1.1,0.333,0.2,0.6,0.357,0.3,0.6,0.5,0.2,0.6,0.8,0.3,0.5,0.1,0.3,1.2,1.6
0,Hunter Shelton / Jackson State,18,0,8.3,0.6,2.3,0.268,0.1,0.3,0.4,0.5,2,0.25,0.1,0.3,0.333,0.1,0.7,0.8,0.3,0.3,0,0.4,0.4,1.8
0,Jesse Love / Jackson State,23,2,9.3,0.5,1.4,0.333,0.2,0.5,0.417,0.3,0.9,0.286,0,0.1,0.5,0,0.7,0.7,0.5,0.1,0.3,0.3,0.8,1.3
0,Jordan Berry / Jackson State,8,1,8.1,0.4,2.4,0.158,0.1,0.4,0.333,0.3,2,0.125,0,0,0,0.1,0.4,0.5,0,0,0,0.1,0.5,1
1,Demetrice Clopton / Jackson State,10,3,6.9,0.3,0.6,0.5,0.3,0.6,0.5,0,0,0,0.2,0.2,1,0.4,0.8,1.2,0.2,0,0,0.5,1,0.8
0,Josh Everett / Jackson State,3,1,8,1,1.3,0.75,1,1.3,0.75,0,0,0,0,0,0,1,2.7,3.7,0,0.3,0.3,0.7,1.3,2
1,James Glenn / Jackson State,2,0,0.5,0.5,0.5,1,0.5,0.5,1,0,0,0,0,1,0,0.5,0.5,1,0,0,0,0,1,1
0,Chris McIntosh / Jackson State,10,0,1.9,0,0.1,0,0,0.1,0,0,0,0,0.2,0.2,1,0.1,0.1,0.2,0,0.1,0,0,0.3,0.2
0,Reginald Gee / Alabama State,30,26,30,4.1,10.5,0.392,2.5,6.3,0.392,1.6,4.2,0.392,3.2,4.3,0.744,0.9,3.3,4.3,1.1,0.6,0.3,2.3,1.8,13
0,Jacoby Ross / Alabama State,31,28,31.6,4.1,12,0.34,1.9,5.4,0.347,2.2,6.6,0.333,2.3,2.7,0.835,0.5,2.1,2.7,2.3,0.9,0,2.4,1.3,12.6
0,Leon Freeman-Daniels / Alabama State,30,11,25,2.9,7.4,0.394,1.4,3.5,0.404,1.5,3.9,0.385,2.2,3,0.714,1.1,2.7,3.8,0.9,1,0.2,1.1,1.9,9.5
0,Tobi Ewuosho / Alabama State,29,8,22.8,2.5,6.2,0.406,2.3,5,0.452,0.2,1.2,0.206,2.4,3.7,0.664,1.6,3,4.6,0.7,1.2,0.4,1.8,2.4,7.7
0,AJ Farrar / Alabama State,21,4,15.6,3.3,5.5,0.603,2.8,4.1,0.686,0.5,1.4,0.367,1.4,2.2,0.63,1.7,3.4,5,0.3,0.4,0.5,0.6,1.9,8.6
1,Fausto Pichardo / Alabama State,30,18,18.5,2.2,3.4,0.647,2.2,3.4,0.644,0,0,1,1.2,2.4,0.521,1.6,2.1,3.7,0.5,0.6,0.9,1.7,2.8,5.7
1,Branden Johnson / Alabama State,31,16,16.9,1.7,2.7,0.624,1.7,2.7,0.624,0,0,0,0.9,2.3,0.386,1.5,2.2,3.7,0.1,0.2,0.6,0.6,1.5,4.3
0,Kevin Holston / Alabama State,29,23,18.9,1.2,4.9,0.239,0.8,2.8,0.296,0.3,2.1,0.164,0.6,1.1,0.548,0.6,1.8,2.4,2.5,1,0,2.2,2,3.3
1,Ed Jones / Alabama State,27,13,9.8,1.1,3.4,0.333,0.8,2.1,0.393,0.3,1.4,0.243,0.3,0.5,0.643,0.4,0.4,0.8,0.1,0.2,0.3,0.4,1.7,3
0,Gene Davis / Alabama State,15,2,17.6,0.9,2.3,0.4,0.4,0.9,0.429,0.5,1.4,0.381,0.9,1.1,0.813,0.5,1.3,1.8,2.1,0.1,0,1.9,1.8,3.3
0,Austin Rogers / Alabama State,22,5,12.7,0.8,2.4,0.327,0.7,1.7,0.421,0,0.6,0.071,0.2,0.6,0.357,0.5,0.9,1.4,0.6,0.5,0.2,0.5,0.9,1.8
0,Azariah Seay / Alabama State,19,0,6.7,0.6,2.2,0.293,0.3,0.9,0.353,0.3,1.3,0.25,0.2,0.4,0.571,0.4,0.5,0.9,0.4,0.3,0.1,0.4,1.1,1.8
1,Therrell Gosier II / Alabama State,7,1,9.7,0.9,1.7,0.5,0.7,1,0.714,0.1,0.7,0.2,0.3,0.4,0.667,0.7,1.4,2.1,0.3,0.4,0.6,1.6,1.1,2.1
0,Maurice Howard / Alcorn State,31,30,36.4,4.6,11,0.424,1.6,3.4,0.462,3.1,7.5,0.406,1.4,1.5,0.896,0.4,2.9,3.3,3.5,1.2,0.1,3.5,1.6,13.7
1,Reginald Johnson / Alcorn State,30,17,21.1,3.9,9.8,0.401,2.8,5.9,0.466,1.2,3.9,0.302,1.7,2.7,0.622,1.6,2.1,3.6,0.9,0.5,0.2,1.1,1.6,10.7
0,Troymain Crosby / Alcorn State,28,28,27.4,3.6,9.4,0.386,3.4,8.3,0.416,0.2,1.2,0.182,3.2,4.1,0.781,1.8,3.2,4.9,2.8,1.1,0.5,3.3,2.8,10.7
1,DeShaw Andrews / Alcorn State,31,23,18.6,3,7.3,0.407,1.9,4.1,0.469,1,3.2,0.327,1.7,2.7,0.651,1,3.4,4.5,0.9,1.4,0.1,1.5,2.3,8.7
0,Khari Jabriel Allen / Alcorn State,28,13,22.6,1.8,6.1,0.288,0.6,1.9,0.346,1.1,4.2,0.263,1.3,1.5,0.814,0.4,1.3,1.7,1.1,0.5,0.1,1.9,1.9,5.9
1,Devon Brewer / Alcorn State,30,22,21,2.1,4.4,0.481,2.1,4.3,0.485,0,0,0,1.2,2.3,0.514,1.4,3.3,4.7,0.8,0.5,1.2,1.2,2.4,5.4
0,Jael Scott / Alcorn State,29,11,24.9,1.9,4,0.478,1.8,3.6,0.5,0.1,0.4,0.273,0.6,1.1,0.5,1.3,2.2,3.5,2,1.1,0.3,1.8,2.1,4.4
1,Alonzo Campbell / Alcorn State,24,8,12.4,1.4,2.6,0.524,1.4,2.5,0.541,0,0.1,0,0.8,1.3,0.625,0.8,1.1,1.9,0.1,0.3,0.6,0.8,2.2,3.6
1,Kobe Wilson / Alcorn State,28,0,14.1,0.7,1.5,0.452,0.6,1,0.593,0.1,0.5,0.2,0.3,0.5,0.538,1.2,2.7,3.9,0.7,0.6,0.5,0.8,1,1.7
0,Jonathan Floyd / Alcorn State,2,1,30.5,4,7,0.571,1.5,2,0.75,2.5,5,0.5,1,1.5,0.667,1.5,2,3.5,3,2.5,0,1,2,11.5
1,Harold Givens / Alcorn State,17,0,9.6,0.6,1.1,0.579,0.6,1.1,0.579,0,0,0,0.1,0.2,0.25,0.5,1.2,1.7,0.4,0.4,0.4,0.5,0.6,1.4
1,Noah Plain / Alcorn State,16,1,5.3,0.6,1.1,0.529,0.6,0.9,0.6,0,0.1,0,0.3,0.4,0.833,0.3,0.4,0.6,0,0,0.1,0.2,0.8,1.4
0,David Robinson / Alcorn State,5,0,7,0.8,2,0.4,0.8,1.6,0.5,0,0.4,0,0.6,0.8,0.75,1,0,1,0.6,0.8,0,0.6,0.4,2.2
1,TyQuayion Smith / Alcorn State,16,1,6.2,0.1,1,0.125,0.1,0.8,0.083,0.1,0.3,0.25,0.3,0.6,0.444,0.3,0.6,0.9,0.1,0.4,0.1,0.3,0.4,0.6
1,Sidney Umude / Southern,32,21,27.2,5,10.5,0.476,4.9,10.1,0.491,0.1,0.4,0.143,2.5,3.9,0.637,1.7,3.3,5,0.6,0.7,0.6,1.8,2.6,12.5
0,Richard Lee / Southern,32,22,25.5,3.3,8.2,0.408,1,2.3,0.432,2.3,5.9,0.399,0.6,0.8,0.667,0.3,1.4,1.7,1.2,0.6,0.1,1.1,1.8,9.6
0,Jayden Saddler / Southern,28,28,28.9,3.1,6.4,0.494,2.9,5.6,0.516,0.3,0.8,0.333,1.9,2.6,0.722,0.8,2.1,2.8,3.6,1.6,0.1,2.8,2.9,8.4
0,Eddie Reese / Southern,16,15,29.5,4.6,10.2,0.448,2.6,5,0.525,1.9,5.2,0.373,2.1,3.1,0.68,0.5,3,3.5,2.4,1.1,0.4,3.1,3.1,13.2
0,Aaron Ray / Southern,30,23,24,1.9,5.6,0.335,1,2.5,0.392,0.9,3.1,0.29,2,2.4,0.822,0.6,2.8,3.4,1.7,0.9,0,2,2.7,6.6
1,Alex Ennis / Southern,31,11,14.7,2,3.1,0.646,2,3.1,0.653,0,0,0,0.5,1,0.516,0.9,2.3,3.1,0.2,0.4,0.4,1,2.6,4.5
1,Bryan Assie / Southern,32,19,15.8,1.4,2.7,0.523,1.4,2.7,0.523,0,0,0,1.2,2.1,0.561,1.6,2,3.6,0.3,0.3,0.7,1.5,2.6,4
0,Brendon Brooks / Southern,29,5,13.7,1.1,3.3,0.326,0.6,1.4,0.415,0.5,1.9,0.259,1,1.2,0.882,0.1,0.4,0.5,1.2,0.4,0,0.9,1.2,3.7
1,Osa Wilson / Southern,22,4,9.9,1.4,2.6,0.526,1.4,2.5,0.536,0,0,0,0.5,0.9,0.6,1.4,1.5,2.9,0.3,0.5,0.2,1,1.7,3.3
1,Hassan Hussein / Southern,22,1,9.8,1.4,3,0.448,1.3,3,0.446,0,0.1,0.5,0.3,0.4,0.875,0.5,1,1.5,0.1,0.2,0.4,0.5,1.2,3.1
0,Destin Dunton / Southern,19,8,16.8,0.9,2.5,0.362,0.9,2.1,0.436,0,0.4,0,1.3,1.8,0.706,0.4,1.1,1.5,1.3,0.8,0.1,1.1,1.8,3.1
0,Isaiah Rollins / Southern,26,0,9.6,0.8,2.5,0.303,0.5,1.3,0.371,0.3,1.2,0.226,0.3,0.5,0.692,0.2,0.8,1,0.4,0.3,0,0.5,0.9,2.2
