Position,Name-Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Laquincy Rideau / South Florida,35,34,32.1,4.6,11.3,0.409,3.1,6.7,0.458,1.5,4.6,0.338,2.6,4.7,0.549,0.9,2.8,3.7,5.4,2.9,0.1,3.6,3.6,13.4
1,Alexis Yetna / South Florida,36,34,30.2,4.6,8.5,0.539,3.8,6.4,0.596,0.8,2.1,0.368,2.4,3.8,0.625,3.3,6.3,9.6,1,0.8,0.6,1.6,2.5,12.3
0,Justin Brown / South Florida,38,29,23.2,2.8,6.7,0.413,1.1,1.9,0.548,1.7,4.8,0.359,1,1.3,0.765,1.3,1.3,2.6,0.8,0.6,0.1,1,1.3,8.3
1,Michael Durr / South Florida,38,37,21.3,2.1,4,0.51,2.1,4,0.513,0,0,0,1.6,2.9,0.536,2,4.1,6.2,0.4,0.3,1.2,1.4,2.7,5.7
0,TJ Lang / South Florida,35,11,20,1.7,5,0.343,0.5,1.2,0.381,1.3,3.8,0.331,1,1.3,0.745,0.6,1.6,2.1,0.7,0.4,0.1,0.7,1.7,5.7
1,Mayan Kiir / South Florida,38,3,12.5,1.4,3.2,0.455,1.3,2.6,0.52,0.1,0.6,0.174,1.7,2.7,0.612,0.9,1.7,2.7,0.4,0.5,0.5,1.4,2.6,4.7
0,Xavier Castaneda / South Florida,38,3,18.7,1.2,3.7,0.333,0.8,2.3,0.341,0.4,1.4,0.321,1.4,2,0.697,0.5,1.1,1.6,1.7,0.5,0,1.6,1.5,4.3
1,Antun Maricevic / South Florida,38,1,14.2,1.4,2.6,0.536,1.2,2.3,0.523,0.2,0.3,0.636,0.6,0.8,0.71,1.2,1.4,2.7,0.4,0.3,0.3,0.7,1.7,3.5
0,Rashun Williams / South Florida,16,0,8.1,0.8,2.2,0.371,0.6,1.1,0.5,0.3,1.1,0.235,0.3,0.3,1,0.3,0.9,1.3,0.6,0.1,0.2,0.3,0.4,2.1
1,Nikola Scekic / South Florida,10,1,4.8,0.4,1.4,0.286,0.3,0.6,0.5,0.1,0.8,0.125,0,0.1,0,0.1,0.2,0.3,0.1,0,0,0.2,1,0.9
0,Mark Calleja / South Florida,4,0,4,0.5,2,0.25,0.3,0.5,0.5,0.3,1.5,0.167,0.5,0.5,1,0.3,0.5,0.8,0.3,0.3,0,0,1.3,1.8
0,Ron Lubin / South Florida,4,0,2.5,0.3,0.5,0.5,0.3,0.5,0.5,0,0,0,0,0,0,0,0.5,0.5,0.3,0,0,0.5,0,0.5
0,DaQuan Jeffries / Tulsa,31,31,28.1,4.5,8.9,0.502,3,4.9,0.612,1.5,4,0.366,2.7,3.5,0.755,1.3,4.3,5.6,1.8,1,1.2,1.6,3,13
1,Martins Igbanu / Tulsa,32,32,27.1,4.5,7.3,0.616,4.5,7.1,0.63,0,0.2,0,3.5,5.3,0.661,1.7,4,5.7,0.7,0.6,0.3,2.1,2.5,12.5
1,Jeriah Horne / Tulsa,32,1,22.1,3.6,8.2,0.439,2.1,4.1,0.504,1.5,4.1,0.374,1.4,1.7,0.818,1,3.9,4.9,1,0.7,0.5,1.3,2,10.1
0,Sterling Taplin / Tulsa,32,32,26.7,2.9,7.7,0.382,1.9,4.8,0.408,1,2.9,0.34,2.7,4.1,0.656,0.2,2.5,2.7,4.1,0.7,0,2.3,2.1,9.6
0,Curran Scott / Tulsa,32,26,24.7,2.8,6.9,0.407,1.5,3.7,0.419,1.3,3.3,0.394,2,2.7,0.765,0.4,2.1,2.5,1.1,0.3,0,1.3,1.4,8.9
0,Lawson Korita / Tulsa,31,25,23.5,1.9,5.1,0.373,1,2.1,0.477,0.9,3,0.301,1,1.5,0.652,0.5,2.3,2.8,1.5,0.6,0,0.6,0.7,5.7
0,Elijah Joiner / Tulsa,32,0,22.9,1.5,4.1,0.366,0.8,1.9,0.41,0.7,2.2,0.329,1.4,2.1,0.687,0.1,2.9,3,2,0.7,0.1,1,2.1,5.2
0,Darien Jackson / Tulsa,26,3,12,1.6,3,0.526,1.6,2.6,0.603,0,0.4,0,0.5,1,0.52,0.5,1.1,1.6,0.8,0.8,0,0.7,1.1,3.7
0,Chris Barnes / Tulsa,31,5,9.2,0.7,2,0.355,0.7,1.9,0.379,0,0.1,0,0.7,0.9,0.778,0.2,1.2,1.4,0.5,0.1,0,0.8,0.7,2.1
0,Zeke Moore / Tulsa,14,4,10.5,1,2.6,0.378,0.7,1.4,0.5,0.3,1.2,0.235,0.3,0.3,1,0.4,1,1.4,0.4,0.2,0.1,0.4,0.8,2.6
1,Simon Falokun / Tulsa,21,0,5.9,0.5,1.1,0.435,0.5,1.1,0.435,0,0,0,0.7,1.3,0.536,0.5,1,1.5,0.1,0.1,0.3,0.7,1.1,1.7
1,Peter Hewitt / Tulsa,9,0,2.9,0.2,0.7,0.333,0.2,0.7,0.333,0,0,0,0.1,0.2,0.5,0,0.6,0.6,0.2,0,0.1,0.3,0.8,0.6
0,Lindsay Deline Jr. / Tulsa,2,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Alex Foree / Tulsa,2,1,1.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0
0,Christian Vital / Connecticut,33,29,30.2,4.5,10,0.453,2.2,4.2,0.514,2.4,5.8,0.409,2.8,3.4,0.813,1,4.6,5.6,2.4,1.6,0,2.3,2.5,14.2
0,Jalen Adams / Connecticut,26,26,30,6.5,13.3,0.487,4.8,8.7,0.558,1.7,4.7,0.355,2.2,2.7,0.829,0.9,3.1,4,3.4,1.1,0.3,2.8,2.6,16.9
0,Alterique Gilbert / Connecticut,25,23,29.4,4.2,11.1,0.381,2.6,6.1,0.418,1.7,5,0.336,2.5,3.2,0.775,0.4,2.5,2.9,3.6,1.3,0.1,2.3,2.2,12.6
1,Josh Carlton / Connecticut,33,33,22.2,3.4,5.5,0.607,3.4,5.5,0.607,0,0,0,2.2,3.6,0.627,2.7,3.5,6.2,0.4,0.4,1.8,1.6,3.1,9
1,Tyler Polley / Connecticut,33,32,27.5,2.9,6.8,0.424,1.3,2.6,0.494,1.6,4.2,0.38,1.1,1.7,0.643,1,1.3,2.3,0.6,0.4,0.6,0.7,2.2,8.4
0,Tarin Smith / Connecticut,33,13,27.6,3,7.1,0.421,2.5,5.2,0.494,0.5,2,0.231,1.5,2.5,0.63,0.6,2.4,3,2.4,1.1,0.4,1.4,2.1,8
0,Sidney Wilson / Connecticut,26,6,18.8,1.7,4.8,0.349,1.4,3.5,0.396,0.3,1.3,0.229,0.9,1.6,0.561,0.9,1.8,2.7,0.3,0.3,0.8,0.9,2.2,4.6
1,Eric Cobb / Connecticut,32,2,12.3,1.6,3.2,0.51,1.6,3.1,0.51,0,0.1,0.5,0.4,1.1,0.343,1.7,2.1,3.8,0.5,0.2,0.2,0.8,1.6,3.7
0,Brendan Adams / Connecticut,31,1,12.7,0.8,2.7,0.301,0.4,1,0.406,0.4,1.6,0.235,0.6,0.8,0.792,0.4,0.9,1.2,0.7,0.2,0,0.4,1,2.6
1,Kassoum Yakwe / Connecticut,13,0,10.9,0.8,1.7,0.5,0.8,1.7,0.5,0,0,0,0.2,0.6,0.25,0.8,1.6,2.4,0.2,0.2,0.8,0.8,2.2,1.8
1,Isaiah Whaley / Connecticut,23,0,3.6,0.3,0.5,0.667,0.3,0.5,0.667,0,0,0,0.1,0.4,0.333,0.3,0.7,1,0,0.1,0.2,0.2,0.7,0.8
1,Kwintin Williams / Connecticut,7,0,3.3,0.1,1.4,0.1,0.1,1.1,0.125,0,0.3,0,0.7,1,0.714,0.6,1,1.6,0.1,0,0,0.1,0.7,1
0,Temi Aiyegbusi / Connecticut,11,0,2.1,0.1,0.3,0.333,0.1,0.2,0.5,0,0.1,0,0,0,0,0.1,0.1,0.2,0,0,0,0.1,0.5,0.2
1,Daniel Brocke / Connecticut,7,0,1.4,0.1,0.1,1,0.1,0.1,1,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0.3
1,Mamadou Diarra / Connecticut,2,0,3,0.5,1,0.5,0.5,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1
0,Jahmal McMurray / Southern Methodist,32,31,32.7,6.4,14.3,0.449,3.3,6.3,0.517,3.2,8,0.395,2.1,2.5,0.827,0.2,2.2,2.3,2.6,0.7,0.1,1.7,2.2,18.1
1,Ethan Chargois / Southern Methodist,32,31,28.9,4.2,9.6,0.435,2.8,5.5,0.497,1.4,4,0.349,2.7,3.8,0.699,2,4.2,6.2,1.9,0.9,0.7,2,2.9,12.4
1,Isiaha Mike / Southern Methodist,32,32,30.7,3.9,8.7,0.453,2.4,4.4,0.535,1.6,4.3,0.368,2.2,2.9,0.763,1.8,3.6,5.4,1.7,0.9,1.1,1.9,3.1,11.7
0,Jimmy Whitt / Southern Methodist,30,30,35.1,5.4,11.1,0.488,5.3,10.1,0.52,0.1,0.9,0.143,1.4,2.5,0.568,2.1,4.4,6.4,4,1.4,0.4,1.5,2.4,12.3
1,Feron Hunt / Southern Methodist,32,8,23.5,3.1,5.5,0.554,2.8,4.5,0.621,0.3,1,0.25,1.2,1.7,0.691,1.9,4.5,6.4,0.7,0.8,0.9,1.5,2,7.6
0,Nat Dixon / Southern Methodist,31,13,24.2,1.6,4.5,0.355,0.6,1.5,0.413,1,3.1,0.326,0.8,1,0.75,0.7,1.2,1.9,1.5,0.6,0,0.8,1,5
0,Jarrey Foster / Southern Methodist,16,14,23.1,2.3,6.6,0.343,1.6,4,0.391,0.7,2.6,0.268,1.8,2.3,0.757,1.6,2,3.6,1.5,0.4,0.5,1.4,2.3,6.9
0,C.J. White / Southern Methodist,24,0,10.5,0.6,2,0.292,0.2,0.6,0.267,0.4,1.4,0.303,0.3,0.4,0.6,0.4,1.3,1.7,0.8,0.1,0.1,0.7,0.5,1.8
0,William Douglas / Southern Methodist,25,0,6.8,0.2,1,0.154,0,0.2,0.167,0.1,0.8,0.15,0.3,0.4,0.8,0.2,0.4,0.7,0.4,0.3,0,0.4,1.1,0.8
1,Jahmar Young Jr. / Southern Methodist,22,0,4.2,0.2,0.4,0.444,0.2,0.4,0.444,0,0,0,0.2,0.4,0.5,0.3,0.7,1,0,0.1,0.4,0.3,0.6,0.5
0,James Pyle / Southern Methodist,6,1,1.3,0,0.5,0,0,0.2,0,0,0.3,0,0,0,0,0,0,0,0.2,0,0,0,0,0
1,Jayden Gardner / East Carolina,31,31,30.6,5.4,10.9,0.493,5.3,10.5,0.502,0.1,0.3,0.2,5.5,7.4,0.75,3,5.5,8.5,1.3,0.8,0.5,2.4,2.8,16.3
0,Shawn Williams / East Carolina,26,26,34.6,4.2,11.2,0.377,1.5,3.7,0.412,2.7,7.5,0.359,1.7,1.9,0.878,0.3,1.6,1.8,1.7,0.7,0.1,1,2.2,12.8
1,Seth LeDay / East Carolina,29,12,24.9,4.1,7.8,0.529,4.1,7.8,0.531,0,0,0,2.7,4.1,0.669,2.2,3.7,5.8,1.5,1.4,0.8,2.4,2.7,11
0,Isaac Fleming / East Carolina,31,24,27.3,4,8.2,0.486,3.7,6.5,0.574,0.2,1.6,0.137,1.7,2.9,0.582,1.1,2.7,3.8,4,1.5,0.1,2.8,2.9,9.9
0,K.J. Davis / East Carolina,29,17,27.2,2.7,8.5,0.317,1.2,3.2,0.366,1.5,5.3,0.288,0.7,1,0.655,0.7,3.4,4.1,1,0.9,1,1,2.8,7.6
0,Tyler Foster / East Carolina,30,6,17.1,1.5,4.3,0.354,1.3,2.9,0.437,0.3,1.4,0.186,0.8,1.4,0.571,0.3,1.2,1.5,0.9,0.9,0.2,1.1,2,4.1
1,Dimitri Spasojevic / East Carolina,31,15,17.5,1.7,4.2,0.4,1.7,4.2,0.403,0,0,0,0.3,0.6,0.526,0.6,1.4,1.9,0.7,0.3,0.5,0.9,2,3.7
0,Tae Hardy / East Carolina,23,9,11.8,0.8,2.3,0.333,0.5,1.4,0.364,0.3,0.9,0.286,0.5,1.2,0.444,0.1,1.2,1.3,0.7,0.5,0.1,0.6,1.1,2.3
0,Deshaun Wade / East Carolina,22,0,10.1,0.6,2.3,0.26,0.1,0.4,0.375,0.5,1.9,0.238,0.3,0.5,0.7,0.2,0.8,1,0.8,0.1,0,0.8,0.7,2
0,Addison Hill / East Carolina,25,11,10.4,0.3,0.7,0.389,0.1,0.2,0.5,0.2,0.5,0.333,0.2,0.2,0.833,0.1,1,1.2,0.4,0.4,0.1,0.4,1,0.9
1,Rico Quinton / East Carolina,7,0,8,0.9,2.6,0.333,0.6,1.4,0.4,0.3,1.1,0.25,0.6,1,0.571,0.6,1.6,2.1,0,0.6,0.9,0.7,1,2.6
0,Justice Obasohan / East Carolina,22,4,7,0.3,1.1,0.24,0.3,1,0.261,0,0.1,0,0.2,0.3,0.667,0.4,0.6,1,0.2,0.1,0.2,0.2,0.9,0.7
1,Justin Whatley / East Carolina,4,0,8.5,1,2.5,0.4,0.5,1,0.5,0.5,1.5,0.333,0,0.5,0,0.8,0.5,1.3,1,0.5,0.5,0,2,2.5
1,Samson Strickland / East Carolina,3,0,1.3,0,0.3,0,0,0.3,0,0,0,0,0.7,0.7,1,0.3,0.3,0.7,0,0,0,0.3,0.3,0.7
0,John Whitley / East Carolina,10,0,1.3,0,0,0,0,0,0,0,0,0,0.2,0.2,1,0,0.1,0.1,0.1,0,0,0,0.1,0.2
0,Caleb Daniels / Tulane,30,30,33.9,5.8,13,0.445,4.2,8.5,0.498,1.6,4.5,0.346,3.7,5.4,0.687,1.4,3.9,5.3,3.3,0.8,0.3,2.9,2.9,16.9
1,Samir Sehic / Tulane,31,31,27.5,4.5,9.8,0.452,3.4,6.3,0.536,1.1,3.5,0.303,2.3,3.3,0.713,2.2,5.5,7.7,0.8,0.6,0.6,1.4,2.5,12.3
0,Jordan Cornish / Tulane,31,30,30.1,3.3,10.4,0.315,1.8,5.4,0.335,1.5,5,0.292,1.5,2.5,0.577,0.4,3.5,3.9,4.1,0.5,0.1,3.5,1.8,9.4
0,Connor Crabtree / Tulane,30,15,20.9,2.2,5,0.433,1.2,2.4,0.507,1,2.6,0.367,1.8,2.2,0.803,0.4,1.5,2,1.1,0.6,0.2,1.2,1.8,7.1
0,Kevin Zhang / Tulane,30,16,22.5,2.3,6.6,0.354,1.5,3.7,0.4,0.9,2.9,0.295,0.9,1.2,0.757,0.4,2,2.4,0.8,0.4,0.4,1.1,1.1,6.5
0,Shakwon Barrett / Tulane,31,15,21.6,1.6,4.5,0.357,1.2,2.9,0.416,0.4,1.6,0.255,1,1.6,0.627,0.4,1.4,1.8,2.5,0.7,0.1,2.4,1.8,4.7
1,Moses Wood / Tulane,31,2,18.1,1.5,3.7,0.391,0.8,2.1,0.406,0.6,1.6,0.373,0.9,1.2,0.784,0.8,2.2,3.1,0.9,0.5,0.5,0.9,2.2,4.5
1,Blake Paul / Tulane,28,9,17.2,2.1,3.9,0.527,2.1,3.9,0.532,0,0,0,0.6,0.9,0.72,1.2,3.2,4.4,0.9,0.4,0.8,1.1,2,4.8
1,Buay Koka / Tulane,15,6,13.9,1.7,2.3,0.735,1.7,2.3,0.735,0,0,0,0.4,0.7,0.545,0.8,1.8,2.6,0.1,0.4,1.1,0.6,2.7,3.7
1,Bul Ajang / Tulane,13,1,11.2,0.4,1.2,0.313,0.3,1.2,0.267,0.1,0.1,1,0.5,1.1,0.5,0.7,1.5,2.2,0.4,0.2,0,0.5,1,1.4
0,Grant Quinn / Tulane,7,0,1.3,0.1,0.1,1,0.1,0.1,1,0,0,0,0.1,0.3,0.5,0,0,0,0,0.1,0,0,0,0.4
0,Cameron Galic / Tulane,13,0,1.5,0.1,0.2,0.5,0.1,0.2,0.5,0,0,0,0,0,0,0,0.3,0.3,0.1,0.1,0.1,0,0,0.2
0,Kyle Guy / Virginia,38,38,35.4,5.2,11.6,0.449,2.1,4.2,0.491,3.2,7.4,0.426,1.8,2.2,0.833,0.7,3.8,4.5,2.1,0.7,0.1,1.4,1,15.4
0,De'Andre Hunter / Virginia,38,38,32.5,5.4,10.4,0.52,4.2,7.6,0.55,1.2,2.8,0.438,3.2,4.1,0.783,1.4,3.7,5.1,2,0.6,0.6,1.4,2,15.2
0,Ty Jerome / Virginia,37,37,33.9,4.8,11.1,0.435,2.7,5.7,0.469,2.1,5.4,0.399,1.8,2.5,0.736,0.5,3.8,4.2,5.5,1.5,0,1.6,1.7,13.6
1,Mamadi Diakite / Virginia,38,22,21.8,3.2,5.8,0.55,3.1,5.3,0.571,0.1,0.4,0.294,0.9,1.3,0.7,1.5,2.9,4.4,0.3,0.4,1.7,0.9,2.1,7.4
1,Braxton Key / Virginia,38,6,19.8,1.9,4.5,0.433,1.5,2.9,0.5,0.5,1.6,0.305,1.3,1.8,0.731,1.3,3.9,5.3,1,0.9,0.6,0.7,1.7,5.7
0,Kihei Clark / Virginia,38,20,26.8,1.4,4.1,0.35,0.7,1.9,0.361,0.8,2.2,0.341,0.9,1.1,0.825,0.4,1.9,2.3,2.6,0.7,0,1,1.4,4.5
1,Jay Huff / Virginia,34,0,9.3,1.7,2.8,0.604,1.3,1.9,0.677,0.4,0.9,0.452,0.6,0.9,0.667,0.6,1.6,2.1,0.2,0.2,0.7,0.5,1.5,4.4
1,Jack Salt / Virginia,37,29,16.6,1.5,2.5,0.602,1.5,2.5,0.602,0,0,0,0.6,1.3,0.511,1.5,2.2,3.7,0.4,0.3,0.3,0.6,2.2,3.7
0,Kody Stattmann / Virginia,18,0,4.1,0.5,1.2,0.429,0.3,0.3,0.833,0.2,0.8,0.267,0.4,0.5,0.889,0.1,0.5,0.6,0.1,0.1,0,0.3,0.4,1.7
0,Marco Anthony / Virginia,22,0,5.4,0.4,1.2,0.296,0.3,0.9,0.3,0.1,0.3,0.286,0.4,0.5,0.667,0,0.5,0.5,0.5,0,0,0.4,0.5,1.2
0,Grant Kersey / Virginia,10,0,1.7,0.3,0.3,1,0.1,0.1,1,0.2,0.2,1,0.5,0.5,1,0.1,0.1,0.2,0.1,0.2,0,0.2,0,1.3
1,Austin Katstra / Virginia,11,0,2.6,0.4,0.9,0.4,0.2,0.2,1,0.2,0.7,0.25,0,0,0,0.1,0.5,0.5,0.3,0,0.1,0.1,0.4,0.9
0,Jayden Nixon / Virginia,14,0,3,0.2,0.7,0.3,0.2,0.5,0.429,0,0.2,0,0.1,0.3,0.5,0.2,0.4,0.6,0.1,0.1,0.1,0.3,0.7,0.6
1,Francesco Badocchi / Virginia,11,0,2.5,0.2,0.4,0.5,0.2,0.3,0.667,0,0.1,0,0.1,0.2,0.5,0.3,0.3,0.5,0,0,0,0,0.2,0.5
0,Cameron Johnson / North Carolina,36,36,29.9,5.9,11.6,0.506,3.2,5.8,0.556,2.7,5.8,0.457,2.5,3.1,0.818,1.8,3.9,5.8,2.4,1.2,0.3,1.5,1.5,16.9
0,Coby White / North Carolina,35,35,28.5,5.4,12.7,0.423,3,6.1,0.5,2.3,6.6,0.353,3,3.7,0.8,0.3,3.2,3.5,4.1,1.1,0.3,2.7,1.9,16.1
1,Luke Maye / North Carolina,36,36,30.9,5.5,12.8,0.43,4.5,9.3,0.484,1,3.5,0.288,2.9,3.7,0.774,2.6,7.9,10.5,2.3,0.6,0.6,2,2.6,14.9
1,Nassir Little / North Carolina,36,0,18.2,3.6,7.6,0.478,3.3,6.2,0.527,0.4,1.4,0.269,2.1,2.8,0.77,1.6,3,4.6,0.7,0.5,0.5,1.3,1.6,9.8
0,Kenny Williams / North Carolina,36,36,30,3,7.4,0.399,1.8,3.4,0.525,1.2,4.1,0.295,1.4,1.8,0.797,1.1,2.8,3.9,3.5,0.9,0.3,1.6,1.8,8.6
1,Garrison Brooks / North Carolina,36,36,23,3.2,5.6,0.574,3.2,5.6,0.574,0,0,0,1.5,2.3,0.639,2.3,3.3,5.6,1.3,0.6,0.5,0.8,2.9,7.9
0,Brandon Robinson / North Carolina,35,0,11.9,1.2,2.4,0.494,0.5,1,0.543,0.7,1.4,0.46,0.3,0.5,0.632,0.5,1.1,1.6,1.4,0.4,0.1,0.5,1.4,3.4
0,Seventh Woods / North Carolina,34,1,10.8,0.9,2.2,0.419,0.8,1.9,0.422,0.1,0.3,0.4,0.5,0.8,0.643,0.1,0.9,1,2.1,0.9,0.1,1.5,1.1,2.5
1,Sterling Manley / North Carolina,18,0,8.3,1.4,2.5,0.578,1.4,2.5,0.578,0,0,0,0.6,1.1,0.55,0.8,2.2,2.9,0.2,0.2,0.4,0.7,1.4,3.5
0,Leaky Black / North Carolina,23,0,10.3,1,2.1,0.469,0.8,1.6,0.486,0.2,0.5,0.417,0.3,0.3,0.857,0.4,1.7,2.1,1.2,0.6,0.2,0.7,1.2,2.5
0,Andrew Platek / North Carolina,32,0,3.7,0.4,0.9,0.467,0.3,0.5,0.6,0.2,0.5,0.333,0.1,0.1,0.5,0.1,0.2,0.3,0.2,0.2,0.1,0.2,0.5,1.1
1,Brandon Huffman / North Carolina,27,0,2.5,0.5,0.8,0.591,0.5,0.8,0.591,0,0,0,0.2,0.4,0.417,0.4,0.5,0.9,0.1,0.1,0.1,0,0.3,1.1
0,K.J. Smith / North Carolina,22,0,1.8,0.3,0.7,0.467,0.2,0.4,0.5,0.1,0.3,0.429,0.2,0.2,0.8,0,0.1,0.1,0.3,0,0,0.1,0.1,1
1,Walker Miller / North Carolina,19,0,1.6,0.4,0.6,0.583,0.4,0.6,0.583,0,0,0,0.1,0.3,0.4,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.8
0,Caleb Ellis / North Carolina,19,0,1.5,0.2,0.3,0.667,0.2,0.3,0.6,0.1,0.1,1,0.1,0.2,0.333,0.1,0,0.1,0.1,0.2,0.1,0.1,0.1,0.5
1,Shea Rush / North Carolina,19,0,1.4,0,0.4,0,0,0.3,0,0,0.1,0,0.1,0.3,0.4,0.2,0.2,0.3,0.1,0.1,0,0.2,0.2,0.1
1,R.J. Barrett / Duke,38,38,35.3,8.4,18.5,0.454,6.5,12.2,0.529,1.9,6.2,0.308,3.9,5.9,0.665,1.6,6,7.6,4.3,0.9,0.4,3.2,1.8,22.6
1,Zion Williamson / Duke,33,33,30,9,13.2,0.68,8.2,11,0.747,0.7,2.2,0.338,3.9,6.2,0.64,3.5,5.4,8.9,2.1,2.1,1.8,2.4,2.1,22.6
1,Cam Reddish / Duke,36,35,29.7,4.3,12,0.356,1.8,4.6,0.394,2.5,7.4,0.333,2.4,3.2,0.772,0.6,3.1,3.7,1.9,1.6,0.6,2.7,2.4,13.5
0,Tre Jones / Duke,36,36,34.2,3.7,8.9,0.414,2.9,6,0.486,0.8,2.9,0.262,1.3,1.7,0.758,0.9,2.9,3.8,5.3,1.9,0.2,1.5,1.6,9.4
1,Marques Bolden / Duke,35,21,19,1.9,3.3,0.579,1.9,3.1,0.617,0,0.2,0,1.5,2.1,0.726,1.9,2.5,4.5,0.5,0.5,1.7,0.7,2.1,5.3
0,Alex O'Connell / Duke,36,7,14,1.5,3.4,0.447,0.7,1.2,0.581,0.8,2.2,0.375,0.5,0.7,0.76,0.4,1.4,1.9,0.6,0.6,0,0.8,0.5,4.4
1,Javin DeLaurier / Duke,38,16,16.3,1.6,2.1,0.747,1.6,2.1,0.756,0,0,0,0.7,1.3,0.56,1.7,2.6,4.4,0.4,0.9,1.3,0.8,2.7,3.8
1,Jack White / Duke,35,3,20.5,1.3,3.7,0.359,0.6,1,0.588,0.8,2.8,0.278,0.7,0.8,0.852,1.3,3.4,4.7,0.7,0.6,1.1,0.7,1.8,4.1
0,Jordan Goldwire / Duke,35,0,8.6,0.3,1.3,0.273,0.3,0.5,0.474,0.1,0.7,0.12,0.1,0.2,0.5,0.2,0.6,0.8,0.7,0.6,0,0.3,0.9,0.9
1,Antonio Vrankovic / Duke,17,1,5.2,0.4,0.8,0.5,0.4,0.8,0.5,0,0,0,0.5,0.9,0.563,0.8,0.5,1.3,0.4,0.1,0.3,0.2,0.9,1.4
1,Justin Robinson / Duke,17,0,3.4,0.5,0.8,0.615,0.2,0.2,1,0.2,0.5,0.444,0,0.1,0,0.1,0.4,0.5,0.1,0.1,0.2,0.2,0.4,1.2
0,Brennan Besser / Duke,4,0,3,0.3,1.5,0.167,0.3,0.5,0.5,0,1,0,0.5,0.5,1,0.5,0.3,0.8,0.3,0,0,0.3,0.3,1
1,Joey Baker / Duke,4,0,4.5,0.3,1,0.25,0,0.5,0,0.3,0.5,0.5,0,0,0,0.5,0.5,1,0,0,0.3,0.5,1.3,0.8
0,Mike Buckmire / Duke,4,0,3.3,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0.5,0.5,1,0.3,0,0,0.3,0,0
1,Mfiondu Kabengele / Florida State,37,0,21.6,4.4,8.8,0.502,3.8,7.1,0.534,0.6,1.8,0.369,3.7,4.9,0.761,2.1,3.8,5.9,0.3,0.6,1.5,1.3,2.6,13.2
0,Terance Mann / Florida State,37,36,31.7,4,7.9,0.505,3.2,5.8,0.547,0.8,2.1,0.39,2.6,3.4,0.79,2.5,4,6.5,2.5,0.7,0.3,1.8,2.2,11.4
0,Trent Forrest / Florida State,37,36,29.9,3,6.9,0.439,2.8,6.1,0.467,0.2,0.8,0.233,3.1,3.9,0.779,0.8,3.7,4.5,3.7,1.9,0.2,2,1.6,9.3
0,M.J. Walker / Florida State,35,34,25.9,2.4,7.1,0.34,1.2,3.3,0.353,1.3,3.8,0.328,1.4,1.8,0.778,0.4,1.8,2.2,1.6,0.8,0.2,1.9,2.6,7.5
1,Christ Koumadje / Florida State,37,37,15.5,2.9,4.6,0.627,2.9,4.5,0.631,0,0,0,0.9,1.5,0.582,2,3.6,5.6,0.2,0.2,1.4,1.2,2,6.6
0,David Nichols / Florida State,35,1,17.5,2.2,5.7,0.387,1.2,2.5,0.472,1,3.1,0.318,1,1.4,0.694,0.3,1.4,1.7,1.7,0.7,0.1,1.4,2.2,6.4
0,PJ Savoy / Florida State,37,18,14.6,1.8,5.1,0.364,0.4,0.8,0.552,1.4,4.3,0.329,0.9,1.1,0.821,0.2,1,1.2,0.5,0.5,0.1,0.8,1.2,5.9
1,Phil Cofer / Florida State,22,19,26.2,2.8,7.1,0.391,1.5,3.3,0.438,1.3,3.8,0.349,0.5,1,0.571,0.6,2.9,3.5,0.8,0.1,0.1,1.4,1.4,7.4
0,Devin Vassell / Florida State,33,0,10.7,1.6,3.6,0.437,0.8,1.7,0.456,0.8,1.9,0.419,0.6,0.8,0.679,0.4,1.2,1.5,0.6,0.5,0.3,0.4,0.9,4.5
1,Raiquan Gray / Florida State,36,4,12.3,1.4,3.2,0.435,1.1,2.3,0.482,0.3,0.9,0.313,0.9,1.2,0.721,0.6,1.7,2.3,0.8,0.8,0.2,0.9,1.7,3.9
0,Anthony Polite / Florida State,30,0,10.6,0.9,2.3,0.382,0.5,0.7,0.682,0.4,1.5,0.239,0.6,0.7,0.773,0.5,1.1,1.6,0.6,0.6,0,0.6,1.3,2.7
1,Wyatt Wilkes / Florida State,15,0,3.8,0.5,1.4,0.381,0.3,0.4,0.667,0.3,1,0.267,0.1,0.2,0.667,0.3,0.5,0.7,0.1,0.2,0.1,0.3,0.6,1.5
1,Harrison Prieto / Florida State,9,0,1.8,0.4,0.7,0.667,0.4,0.7,0.667,0,0,0,0,0,0,0.3,0.6,0.9,0,0,0,0.2,0.6,0.9
0,Justin Lindner / Florida State,7,0,1.4,0,0.1,0,0,0,0,0,0.1,0,0.3,0.6,0.5,0.1,0.1,0.3,0.6,0.1,0,0.3,0.1,0.3
