Name,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jordan Harris,georgia,29,13,19.9,2.6,5.3,.487,1.8,3.5,.525,0.8,1.8,.415,1.9,2.2,.844,1.0,2.7,3.6,1.5,1.1,0.5,1.8,1.9,7.8
TeShaun Hightower,georgia,29,17,17.4,2.2,5.4,.401,1.4,2.6,.526,0.8,2.8,.284,1.4,2.0,.712,0.3,1.6,1.9,1.5,0.5,0.0,1.8,1.0,6.6
William Jackson II,georgia,32,27,23.8,1.8,5.2,.341,0.6,1.4,.413,1.2,3.8,.314,0.8,1.1,.794,0.5,1.3,1.8,2.1,0.6,0.2,1.3,1.7,5.6
E'Torrion Wilridge,georgia,29,6,18.7,0.9,2.4,.380,0.8,1.8,.471,0.1,0.7,.150,1.2,1.7,.694,0.8,1.4,2.2,1.3,0.5,0.4,1.1,1.2,3.1
Tye Fagan,georgia,31,3,11.5,1.0,2.0,.508,0.9,1.6,.549,0.1,0.4,.333,0.3,0.3,1.000,0.5,1.0,1.5,0.7,0.2,0.2,0.9,0.5,2.5
Amanze Ngumezi,georgia,31,0,6.5,0.7,2.1,.344,0.5,1.4,.381,0.2,0.7,.273,0.5,0.9,.536,0.4,0.5,0.9,0.2,0.0,0.1,0.4,1.1,2.1
Ignas Sargiunas,georgia,20,0,5.8,0.6,1.5,.400,0.4,0.7,.538,0.3,0.9,.294,0.3,0.4,.857,0.2,0.4,0.5,0.5,0.2,0.0,0.5,0.4,1.8
JoJo Toppin,georgia,18,0,5.5,0.4,1.2,.364,0.4,0.9,.412,0.1,0.3,.200,0.4,0.6,.800,0.4,0.3,0.7,0.2,0.1,0.1,0.6,0.7,1.4
Christian Harrison,georgia,23,6,7.1,0.4,0.6,.692,0.4,0.6,.692,0.0,0.0,,0.3,0.5,.545,0.4,0.9,1.3,0.5,0.4,0.1,0.4,1.0,1.0
Mike Edwards,georgia,14,0,3.4,0.1,0.5,.286,0.1,0.4,.400,0.0,0.1,.000,0.0,0.2,.000,0.1,0.6,0.6,0.1,0.1,0.0,0.4,0.2,0.3
Connor O'Neill,georgia,9,0,1.8,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.1,0.2,.500,0.2,0.2,0.4,0.1,0.0,0.0,0.0,0.2,0.1
Darius Garland,vanderbilt,5,5,27.8,5.8,10.8,.537,3.6,6.2,.581,2.2,4.6,.478,2.4,3.2,.750,0.4,3.4,3.8,2.6,0.8,0.4,3.0,1.4,16.2
Saben Lee,vanderbilt,32,32,32.6,3.9,8.5,.460,3.1,6.3,.493,0.8,2.2,.362,4.1,6.1,.675,0.4,2.9,3.3,3.8,1.0,0.2,2.8,1.9,12.7
Aaron Nesmith,vanderbilt,32,19,29.0,3.6,9.1,.392,1.7,3.6,.474,1.8,5.5,.337,2.1,2.5,.825,1.1,4.5,5.5,1.4,0.7,0.6,1.6,3.1,11.0
Simisola Shittu,vanderbilt,32,31,26.7,4.1,8.8,.468,4.1,8.2,.496,0.0,0.6,.056,2.7,4.7,.576,1.6,5.1,6.7,1.8,0.7,0.5,2.9,2.3,10.9
Matt Ryan,vanderbilt,29,25,24.9,2.6,7.6,.347,0.6,1.3,.436,2.0,6.2,.328,0.8,1.1,.750,0.4,2.3,2.7,0.9,0.3,0.1,1.1,2.0,8.1
Joe Toye,vanderbilt,32,19,24.1,2.3,6.4,.363,1.2,2.5,.488,1.1,3.9,.282,1.2,1.8,.684,0.8,2.0,2.7,0.7,0.6,0.3,1.2,1.7,6.9
Yanni Wetzell,vanderbilt,32,10,18.5,2.1,4.3,.496,1.8,3.2,.573,0.3,1.1,.265,1.4,1.8,.763,1.3,2.6,3.8,0.3,0.7,0.6,1.5,2.4,5.9
Maxwell Evans,vanderbilt,31,2,13.5,1.2,3.1,.392,0.7,1.5,.489,0.5,1.7,.308,0.8,1.3,.634,0.4,1.0,1.4,1.2,0.3,0.1,1.0,0.8,3.8
Matthew Moyer,vanderbilt,31,5,13.5,1.1,3.3,.340,0.7,1.7,.426,0.4,1.6,.245,1.0,1.5,.711,1.3,1.7,3.0,0.6,0.2,0.3,0.7,1.5,3.7
Clevon Brown,vanderbilt,32,12,16.5,1.4,2.8,.484,1.3,2.4,.545,0.1,0.4,.143,0.5,1.1,.457,1.5,1.4,2.8,0.5,0.2,1.3,0.7,2.1,3.3
Mac Hunt,vanderbilt,4,0,1.5,0.5,0.5,1.000,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,1.3
Isaiah Rice,vanderbilt,4,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0
Fletcher Magee,wofford,35,35,31.4,6.4,14.7,.439,1.9,3.9,.493,4.5,10.8,.419,2.9,3.2,.910,0.4,2.2,2.5,1.6,0.7,0.1,1.4,1.4,20.3
Cameron Jackson,wofford,35,35,23.3,5.7,9.9,.573,5.5,9.3,.584,0.2,0.6,.400,2.9,4.7,.616,2.6,5.0,7.6,2.8,1.5,1.0,2.1,2.8,14.5
Nathan Hoover,wofford,35,35,28.6,4.4,9.6,.457,1.7,4.0,.439,2.6,5.6,.469,2.2,2.4,.906,0.3,2.2,2.5,1.0,0.6,0.0,0.7,1.4,13.6
Storm Murphy,wofford,34,33,26.2,2.9,5.8,.500,1.4,2.6,.533,1.5,3.1,.472,0.8,0.9,.844,0.1,1.7,1.8,3.3,0.7,0.0,1.2,1.7,8.0
Keve Aluma,wofford,35,34,26.6,2.7,4.0,.667,2.7,4.0,.671,0.0,0.0,.000,1.5,2.7,.574,2.6,4.2,6.8,1.0,0.7,0.9,1.0,2.3,6.9
Tray Hollowell,wofford,35,0,12.3,1.8,4.5,.410,0.6,1.5,.407,1.2,2.9,.412,0.1,0.1,.400,0.3,1.3,1.6,1.1,0.6,0.0,0.7,0.7,4.9
Matthew Pegram,wofford,30,1,13.8,2.2,4.4,.492,1.9,3.4,.563,0.2,1.0,.241,0.2,0.4,.636,1.0,2.6,3.6,0.8,0.2,0.5,0.7,2.3,4.8
Chevez Goodwin,wofford,35,0,13.3,2.0,3.4,.585,2.0,3.4,.585,0.0,0.0,,0.3,1.0,.333,2.1,2.2,4.3,0.2,0.2,0.3,0.7,2.1,4.3
Ryan Larson,wofford,35,2,14.0,1.1,2.6,.433,0.7,1.4,.542,0.4,1.2,.310,0.4,0.5,.789,0.1,1.1,1.2,2.2,0.8,0.0,1.2,0.9,3.0
Trevor Stumpe,wofford,8,0,12.4,1.0,3.0,.333,0.8,1.5,.500,0.3,1.5,.167,0.3,0.5,.500,0.5,0.6,1.1,1.0,0.4,0.3,0.5,2.0,2.5
Donovan Theme-Love,wofford,30,0,8.8,0.6,1.7,.360,0.2,0.5,.429,0.4,1.2,.333,0.2,0.3,.667,0.1,1.3,1.4,1.1,0.5,0.0,0.4,0.7,1.8
Michael Manning Jr.,wofford,16,0,3.8,0.4,0.9,.500,0.4,0.9,.500,0.0,0.0,,0.1,0.4,.333,0.3,0.5,0.8,0.1,0.1,0.3,0.0,0.3,1.0
Alex Michael,wofford,13,0,2.8,0.3,0.5,.667,0.3,0.4,.800,0.0,0.1,.000,0.0,0.0,,0.1,0.3,0.4,0.2,0.3,0.0,0.2,0.2,0.6
Drew Cottrell,wofford,14,0,3.7,0.1,0.7,.100,0.0,0.2,.000,0.1,0.5,.143,0.0,0.1,.000,0.0,0.4,0.4,0.1,0.1,0.1,0.3,0.6,0.2
Francis Alonso,north-carolina-greensboro,36,36,28.7,5.4,12.9,.419,2.7,5.6,.483,2.7,7.3,.371,4.1,4.6,.880,0.5,1.8,2.3,2.5,1.0,0.2,2.6,2.2,17.6
Isaiah Miller,north-carolina-greensboro,36,20,27.8,6.4,12.4,.513,5.8,10.3,.562,0.6,2.2,.282,1.8,3.3,.556,1.5,3.0,4.5,2.1,2.9,0.3,1.7,2.0,15.2
Kyrin Galloway,north-carolina-greensboro,36,35,27.0,3.5,7.1,.492,2.0,3.2,.629,1.5,3.9,.379,1.0,1.5,.685,1.4,3.0,4.3,0.4,0.7,1.1,0.9,2.2,9.5
Demetrius Troy,north-carolina-greensboro,36,35,27.8,2.8,7.9,.360,1.7,4.2,.395,1.2,3.6,.321,1.1,1.4,.788,0.6,2.2,2.8,4.0,1.4,0.1,1.9,1.3,8.0
James Dickey,north-carolina-greensboro,30,30,24.4,3.0,6.1,.497,3.0,5.9,.511,0.0,0.2,.143,1.4,2.8,.488,2.7,5.3,8.0,1.2,1.3,1.9,1.9,3.2,7.5
Eric Hamilton,north-carolina-greensboro,36,7,16.3,2.2,3.7,.591,2.2,3.7,.591,0.0,0.0,,1.8,2.5,.700,1.5,2.9,4.4,0.1,0.2,0.4,0.7,2.3,6.1
Kaleb Hunter,north-carolina-greensboro,36,0,16.8,2.1,4.4,.469,1.6,3.0,.523,0.5,1.5,.358,1.0,1.4,.720,0.6,1.6,2.2,0.7,0.6,0.2,0.8,0.9,5.7
Malik Massey,north-carolina-greensboro,36,15,19.9,1.2,3.5,.333,0.5,1.4,.365,0.6,2.1,.311,0.7,0.9,.806,0.2,1.4,1.6,1.4,0.4,0.1,0.9,1.6,3.7
Angelo Allegri,north-carolina-greensboro,35,0,10.5,1.2,2.8,.429,0.6,0.9,.677,0.6,1.9,.313,0.2,0.4,.462,0.7,0.9,1.6,0.3,0.3,0.1,0.4,1.4,3.2
Mohammed Abdulsalam,north-carolina-greensboro,32,1,5.3,0.4,0.8,.500,0.4,0.8,.500,0.0,0.0,,0.1,0.2,.429,0.7,0.7,1.3,0.1,0.2,0.0,0.1,1.1,0.8
Ryan Tankelewicz,north-carolina-greensboro,7,0,2.1,0.3,0.7,.400,0.1,0.1,1.000,0.1,0.6,.250,0.0,0.0,,0.0,0.1,0.1,0.3,0.0,0.0,0.0,0.3,0.7
Lloyd Burgess,north-carolina-greensboro,9,1,2.9,0.2,0.4,.500,0.2,0.4,.500,0.0,0.0,,0.1,0.2,.500,0.2,0.7,0.9,0.1,0.0,0.0,0.1,0.2,0.6
Matt Rafferty,furman,33,33,33.4,6.6,10.7,.615,6.3,9.9,.637,0.2,0.8,.320,4.1,5.3,.767,2.6,6.4,9.0,4.3,2.5,1.1,2.1,2.2,17.5
Jordan Lyons,furman,33,32,32.8,5.6,14.2,.396,2.4,5.0,.488,3.2,9.2,.347,1.8,2.3,.763,0.4,1.8,2.2,2.3,1.2,0.1,2.3,1.2,16.2
Clay Mounce,furman,33,32,28.7,4.1,7.8,.517,2.5,4.0,.614,1.6,3.8,.417,1.0,1.3,.750,1.5,4.1,5.6,2.0,0.9,1.1,1.5,2.1,10.7
Alex Hunter,furman,33,33,33.1,3.2,7.5,.423,1.4,2.6,.517,1.8,4.8,.371,0.9,1.2,.763,0.4,3.0,3.5,3.3,1.1,0.0,1.1,1.7,9.0
Noah Gurley,furman,31,26,24.5,3.3,7.3,.458,2.2,3.8,.590,1.1,3.5,.315,1.1,1.6,.647,1.2,2.5,3.6,0.9,0.5,0.8,1.8,2.9,8.8
Andrew Brown,furman,26,6,21.6,2.5,5.7,.432,0.8,1.7,.488,1.7,4.0,.410,0.8,1.1,.786,0.6,2.1,2.7,1.2,0.8,0.2,1.1,1.5,7.4
Tre Clark,furman,33,1,13.7,1.6,3.3,.477,1.3,2.3,.560,0.3,1.0,.294,0.4,1.1,.389,0.8,1.7,2.5,1.1,0.9,0.3,1.3,1.4,3.9
Mike Bothwell,furman,30,0,10.0,1.3,2.8,.452,0.8,1.5,.543,0.4,1.3,.342,0.6,0.8,.739,0.2,0.7,0.9,0.7,0.5,0.1,0.6,0.7,3.5
Jaylon Pugh,furman,15,0,6.9,0.8,1.7,.480,0.1,0.3,.400,0.7,1.3,.500,0.3,0.4,.833,0.3,0.9,1.3,0.4,0.2,0.0,0.3,0.3,2.6
Jalen Williams,furman,18,1,5.0,0.4,0.7,.615,0.4,0.7,.615,0.0,0.0,,0.6,1.0,.556,0.8,1.1,1.8,0.2,0.1,0.3,0.2,0.7,1.4
Brady Schuck,furman,13,1,2.6,0.2,0.7,.333,0.2,0.4,.400,0.1,0.3,.250,0.5,0.6,.875,0.2,0.2,0.4,0.0,0.0,0.0,0.2,0.2,1.1
Jalen Slawson,furman,26,0,6.0,0.3,0.8,.364,0.2,0.4,.600,0.1,0.5,.167,0.0,0.2,.250,0.3,1.2,1.5,0.2,0.5,0.5,0.3,1.2,0.7
Robert Swanson,furman,12,0,1.7,0.2,0.2,1.000,0.2,0.2,1.000,0.0,0.0,,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.1,0.0,0.3
Tray Boyd III,east-tennessee-state,34,8,22.7,4.6,10.8,.429,2.2,4.2,.524,2.4,6.6,.368,0.5,0.8,.667,0.3,1.6,1.9,1.9,0.8,0.4,1.8,1.6,12.2
Jeromy Rodriguez,east-tennessee-state,33,32,31.0,4.6,8.3,.555,4.6,8.3,.555,0.0,0.0,,2.0,3.0,.677,3.4,7.5,10.9,1.9,1.3,0.6,2.3,2.1,11.2
Patrick Good,east-tennessee-state,32,31,27.4,3.2,7.8,.411,0.5,0.8,.600,2.7,7.0,.390,1.3,1.6,.808,0.4,1.9,2.3,1.9,0.8,0.1,1.1,0.9,10.4
Bo Hodges,east-tennessee-state,29,27,25.7,4.1,8.5,.480,3.6,7.0,.507,0.5,1.5,.349,1.6,2.9,.553,1.6,2.8,4.4,2.6,1.1,0.8,1.8,2.7,10.3
Daivien Williamson,east-tennessee-state,33,16,22.2,3.3,6.5,.512,2.5,4.3,.573,0.8,2.1,.386,2.1,2.6,.824,0.3,1.7,2.0,2.5,0.5,0.0,1.3,1.0,9.5
Isaiah Tisdale,east-tennessee-state,33,20,24.6,3.2,6.2,.515,2.3,3.8,.611,0.9,2.4,.363,1.5,2.4,.646,1.0,1.9,2.9,3.0,1.1,0.2,1.0,2.3,8.8
Mladen Armus,east-tennessee-state,33,24,23.9,3.2,6.0,.523,3.1,5.7,.545,0.0,0.3,.100,1.6,3.1,.535,2.7,5.0,7.7,1.4,0.9,1.0,2.3,2.8,8.0
Lucas N'Guessan,east-tennessee-state,23,10,14.6,2.3,3.1,.732,2.3,3.1,.732,0.0,0.0,,1.7,2.3,.722,1.5,1.7,3.2,0.3,0.3,1.0,1.7,2.6,6.2
Octavion Corley,east-tennessee-state,2,0,8.5,2.0,2.5,.800,2.0,2.5,.800,0.0,0.0,,0.5,2.0,.250,2.5,2.5,5.0,0.0,0.0,2.5,0.5,1.0,4.5
James Harrison,east-tennessee-state,20,1,9.1,1.5,2.7,.547,1.5,2.7,.547,0.0,0.0,,0.9,1.1,.818,0.8,1.4,2.2,0.3,0.1,0.2,1.2,1.4,3.8
Kevon Tucker,east-tennessee-state,31,1,10.6,1.3,3.6,.357,0.5,0.9,.517,0.8,2.7,.301,0.3,0.4,.727,0.3,1.0,1.2,0.5,0.6,0.1,0.5,1.4,3.6
Carlos Curtis,east-tennessee-state,10,0,6.9,0.8,2.4,.333,0.8,2.0,.400,0.0,0.4,.000,0.7,1.0,.700,0.7,0.3,1.0,0.6,0.2,0.0,0.7,0.5,2.3
Myles Rasnick,east-tennessee-state,8,0,3.8,0.8,2.0,.375,0.3,1.0,.250,0.5,1.0,.500,0.3,0.3,1.000,0.0,0.1,0.1,0.0,0.0,0.0,0.1,1.0,2.3
D'Andre Bernard,east-tennessee-state,19,0,7.6,0.8,1.7,.469,0.6,0.9,.611,0.2,0.7,.286,0.1,0.2,.333,0.5,1.7,2.2,0.4,0.4,0.1,0.4,1.2,1.8
Tre Tiller,east-tennessee-state,3,0,6.0,0.7,0.7,1.000,0.7,0.7,1.000,0.0,0.0,,0.0,0.0,,0.3,0.3,0.7,1.0,0.7,0.0,0.3,0.7,1.3
Kevin Easley,chattanooga,29,28,28.1,5.3,12.0,.444,3.6,7.6,.471,1.7,4.3,.397,1.9,2.9,.651,1.7,4.9,6.7,1.2,0.7,0.3,2.0,1.9,14.2
Donovann Toatley,chattanooga,28,8,24.9,4.0,9.6,.420,3.1,6.3,.486,1.0,3.3,.293,2.1,3.1,.690,0.2,1.8,2.0,2.9,0.4,0.0,2.5,2.4,11.2
Ramon Vila,chattanooga,22,17,24.1,4.3,6.9,.625,4.2,6.7,.633,0.1,0.2,.400,1.5,2.4,.635,1.4,3.8,5.2,1.2,0.3,0.9,1.5,2.0,10.2
Jerry Johnson Jr.,chattanooga,32,32,25.9,3.4,9.0,.383,1.7,3.9,.444,1.7,5.1,.337,1.3,1.6,.788,0.6,2.9,3.5,2.3,0.9,0.0,1.6,2.0,9.9
David Jean-Baptiste,chattanooga,31,22,27.5,3.5,7.8,.456,1.9,3.8,.504,1.6,3.9,.410,1.0,1.4,.705,0.5,2.0,2.5,2.1,0.6,0.1,1.3,1.2,9.7
Jonathan Scott,chattanooga,32,32,27.9,2.0,4.5,.444,1.0,2.1,.500,1.0,2.4,.397,1.1,1.8,.625,0.8,2.8,3.5,1.2,0.7,0.2,1.1,2.5,6.1
Thomas Smallwood,chattanooga,32,15,15.3,2.1,4.6,.466,1.2,2.6,.464,0.9,1.9,.468,0.8,1.1,.765,0.9,2.8,3.7,0.8,0.2,0.5,1.0,1.9,6.0
Maurice Commander,chattanooga,23,2,17.6,1.4,4.2,.340,0.8,2.0,.422,0.6,2.3,.269,0.4,0.5,.750,0.2,1.7,1.9,1.5,0.4,0.0,0.9,1.0,3.9
Justin Brown,chattanooga,25,1,10.8,1.4,2.6,.554,1.4,2.6,.563,0.0,0.0,.000,0.6,1.0,.667,1.2,1.3,2.5,0.4,0.2,0.5,0.8,1.5,3.5
A.J. Caldwell,chattanooga,23,0,13.7,1.2,3.2,.378,0.4,1.0,.409,0.8,2.3,.365,0.1,0.1,.667,0.3,1.4,1.7,0.8,0.2,0.1,0.6,1.1,3.3
Keigen Kerby,chattanooga,26,3,12.4,0.8,2.2,.379,0.3,0.7,.529,0.5,1.6,.317,0.2,0.4,.500,0.5,1.7,2.2,0.5,0.3,0.5,0.7,2.1,2.4
Duane Moss,chattanooga,2,0,3.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
Josh Sharkey,samford,33,32,35.4,5.3,11.9,.444,4.4,9.0,.488,0.9,2.9,.309,4.8,6.4,.750,0.6,3.3,3.8,7.2,2.6,0.1,5.0,2.6,16.3
Ruben Guerrero,samford,33,32,29.9,5.7,9.3,.611,5.7,9.3,.611,0.0,0.0,,2.2,3.3,.651,3.3,5.1,8.4,0.6,0.6,2.1,2.0,2.9,13.5
Brandon Austin,samford,33,31,31.3,4.4,10.1,.437,1.7,3.6,.479,2.7,6.5,.414,1.3,1.9,.694,0.5,3.9,4.5,0.6,1.1,0.2,1.0,2.0,12.8
Myron Gordon,samford,33,32,29.5,3.9,8.8,.443,2.8,5.7,.503,1.1,3.2,.337,3.4,3.9,.854,0.4,2.0,2.4,1.8,0.8,0.2,1.5,1.6,12.2
Robert Allen,samford,33,32,32.1,3.8,7.9,.475,3.1,5.4,.567,0.7,2.5,.277,1.7,2.6,.655,2.1,6.2,8.3,1.5,0.8,0.9,1.9,2.6,9.9
Kevion Nolan,samford,30,0,18.6,2.2,4.9,.446,0.8,1.9,.429,1.4,3.1,.457,1.0,1.3,.795,0.1,1.6,1.7,1.4,0.7,0.1,0.8,1.8,6.8
Deandre Thomas,samford,32,1,12.6,1.2,2.6,.463,0.5,1.0,.455,0.7,1.5,.469,0.2,0.3,.750,0.6,1.0,1.6,0.5,0.3,0.0,0.4,1.3,3.3
Logan Dye,samford,24,2,9.0,1.3,2.3,.556,1.3,2.3,.556,0.0,0.0,,0.2,0.5,.385,0.5,1.1,1.6,0.1,0.3,0.3,0.9,1.7,2.7
Stefan Lakic,samford,31,2,10.1,0.7,2.2,.313,0.3,0.9,.370,0.4,1.3,.275,0.1,0.2,.667,0.2,1.5,1.7,0.4,0.2,0.1,0.5,0.8,1.8
Steven Fitzgerald,samford,13,0,4.6,0.3,0.9,.333,0.2,0.4,.600,0.1,0.5,.143,0.0,0.0,,0.2,0.8,1.0,0.2,0.2,0.0,0.4,0.7,0.7
JT Mumber,samford,7,1,1.1,0.1,0.3,.500,0.1,0.3,.500,0.0,0.0,,0.0,0.0,,0.0,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.3
Ross Cummings,mercer,31,31,33.3,5.2,12.2,.427,2.0,4.1,.484,3.3,8.2,.399,3.6,4.5,.801,0.4,2.5,2.9,1.9,0.5,0.1,2.3,1.6,17.4
Ethan Stair,mercer,31,31,32.5,4.0,8.3,.486,2.4,4.3,.552,1.6,4.0,.415,2.0,2.5,.795,1.3,3.9,5.2,1.3,1.5,0.2,1.0,2.0,11.7
Jaylen Stowe,mercer,31,31,27.8,3.8,7.3,.529,3.5,6.0,.581,0.4,1.3,.282,2.5,3.5,.709,1.0,3.9,4.9,1.2,1.1,0.1,1.4,2.4,10.5
Djordje Dimitrijevic,mercer,31,14,22.8,3.3,7.6,.432,2.4,4.4,.547,0.9,3.2,.273,2.2,2.8,.791,0.4,2.2,2.6,1.9,0.9,0.1,1.8,1.8,9.6
Cory Kilby,mercer,27,26,23.3,2.1,5.3,.392,1.6,2.8,.553,0.5,2.5,.209,1.4,1.8,.776,0.9,2.5,3.4,1.0,0.4,0.3,1.1,2.7,6.1
Fardaws Aimaq,mercer,29,5,14.9,2.1,4.1,.517,2.1,4.1,.513,0.0,0.0,1.000,0.7,1.7,.420,2.2,3.0,5.3,0.2,0.2,0.8,1.4,2.4,5.0
Marcus Cohen,mercer,29,17,21.3,1.9,4.1,.450,1.9,4.1,.458,0.0,0.1,.000,0.9,2.0,.448,0.3,1.5,1.8,3.7,0.8,0.1,2.1,1.6,4.6
D.J. Peavy,mercer,17,0,7.8,1.1,1.9,.545,0.5,0.9,.500,0.6,1.0,.588,0.5,0.6,.818,0.1,0.6,0.6,0.6,0.2,0.0,0.8,1.2,3.2
Victor Bafutto,mercer,30,0,8.0,1.2,2.2,.538,1.2,2.1,.547,0.0,0.0,.000,0.5,0.9,.500,0.9,0.8,1.7,0.0,0.2,0.9,0.7,1.5,2.8
Luke Hamilton,mercer,25,0,9.2,0.8,2.8,.300,0.4,1.0,.385,0.4,1.8,.250,0.2,0.5,.462,0.6,1.0,1.5,0.2,0.2,0.1,0.2,0.8,2.4
Daniel Love,mercer,25,0,8.6,0.8,2.8,.304,0.8,2.1,.365,0.1,0.7,.118,0.3,0.6,.467,0.4,1.2,1.6,1.4,0.6,0.0,0.9,0.9,2.0
CJ Williamson,mercer,26,0,4.6,0.5,1.1,.414,0.5,1.1,.414,0.0,0.0,,0.2,0.3,.444,0.8,0.3,1.1,0.2,0.5,0.1,0.2,0.7,1.1
Lew Stallworth,citadel,29,29,33.4,7.6,14.4,.527,6.4,11.1,.573,1.2,3.3,.375,3.7,5.0,.740,0.4,4.9,5.3,6.2,1.0,0.0,3.6,2.8,20.2
Zane Najdawi,citadel,30,30,29.7,5.1,10.4,.492,4.3,7.4,.574,0.9,3.0,.289,3.1,4.3,.729,2.5,4.8,7.3,1.5,0.8,2.0,2.0,2.9,14.3
Matt Frierson,citadel,29,28,30.3,3.7,10.2,.363,0.1,0.5,.200,3.6,9.7,.371,1.5,1.5,1.000,0.4,1.7,2.1,1.0,0.9,0.1,0.9,1.3,12.5
Kaiden Rice,citadel,28,4,21.1,4.0,9.3,.432,1.5,2.2,.661,2.5,7.0,.360,0.7,1.0,.690,0.9,2.2,3.1,0.4,0.7,0.0,0.9,1.0,11.3
Connor Kern,citadel,29,26,24.3,2.5,5.9,.424,0.8,1.6,.533,1.7,4.4,.386,0.9,1.1,.839,0.6,2.3,2.9,0.7,0.6,0.1,1.0,1.3,7.6
Hayden Brown,citadel,22,13,19.9,2.9,5.8,.492,2.2,3.5,.632,0.7,2.4,.288,0.8,1.0,.773,2.1,3.0,5.0,0.9,1.0,0.4,1.3,3.1,7.2
Alex Reed,citadel,30,6,18.1,2.1,5.0,.420,1.2,2.6,.468,0.9,2.4,.366,1.2,1.8,.636,1.2,2.4,3.6,1.3,0.6,0.4,1.0,2.8,6.2
Quayson Williams,citadel,20,0,12.9,1.5,3.5,.429,1.0,1.4,.679,0.6,2.1,.262,0.7,0.9,.765,0.4,1.4,1.7,2.2,1.0,0.0,1.2,1.7,4.2
Kaelon Harris,citadel,21,10,12.1,1.0,2.9,.333,0.8,1.6,.485,0.2,1.3,.148,0.5,1.0,.524,1.0,2.1,3.1,1.0,0.3,0.3,1.0,1.0,2.6
Tyler Burgess,citadel,27,1,4.7,0.8,2.8,.289,0.0,0.1,.500,0.8,2.7,.284,0.0,0.0,1.000,0.1,0.5,0.6,0.1,0.0,0.1,0.2,0.3,2.4
Jerry Higgins III,citadel,22,1,6.5,0.5,1.3,.414,0.3,0.7,.467,0.2,0.6,.357,0.4,0.5,.750,0.2,0.3,0.5,1.2,0.4,0.0,0.5,0.5,1.7
Dimitri Georgiadis,citadel,6,0,4.5,0.7,1.2,.571,0.7,1.2,.571,0.0,0.0,,0.2,0.2,1.000,0.3,0.5,0.8,0.2,0.5,0.0,0.2,0.3,1.5
Derek Webster Jr.,citadel,28,2,7.4,0.6,0.9,.640,0.6,0.9,.640,0.0,0.0,,0.2,0.5,.400,0.7,1.1,1.8,0.6,0.2,0.3,0.4,0.9,1.4
Robert Guyton,citadel,8,0,2.4,0.3,1.0,.250,0.0,0.3,.000,0.3,0.8,.333,0.0,0.0,,0.4,0.3,0.6,0.5,0.0,0.1,0.0,0.5,0.8
Bubba Parham,virginia-military-institute,32,32,33.9,6.6,15.4,.425,2.9,6.3,.465,3.6,9.1,.397,4.7,5.9,.794,0.3,3.1,3.4,3.5,0.6,0.0,2.6,1.9,21.4
Garrett Gilkeson,virginia-military-institute,32,32,33.2,3.7,8.1,.452,2.2,4.6,.473,1.5,3.5,.425,2.1,2.7,.800,1.7,4.5,6.2,2.8,1.6,0.2,1.7,2.3,10.9
Myles Lewis,virginia-military-institute,32,31,25.4,4.3,9.5,.457,4.3,8.9,.482,0.1,0.6,.100,1.8,2.7,.651,1.7,3.3,5.0,1.1,1.2,0.4,2.2,2.5,10.5
Sarju Patel,virginia-military-institute,29,13,27.4,3.5,8.3,.421,1.9,3.7,.514,1.6,4.7,.348,1.6,2.3,.676,0.8,2.8,3.6,1.2,0.9,0.0,0.8,1.6,10.2
Greg Parham,virginia-military-institute,32,16,24.9,2.7,7.1,.379,1.4,3.3,.434,1.3,3.8,.331,0.4,0.8,.519,0.3,1.9,2.3,2.5,0.9,0.0,1.2,1.7,7.1
Jake Stephens,virginia-military-institute,32,16,18.7,2.5,5.7,.436,1.2,1.9,.613,1.3,3.7,.345,0.8,1.0,.774,0.8,2.8,3.5,1.1,0.5,0.6,1.2,2.3,7.0
Tyler Creammer,virginia-military-institute,30,16,18.4,1.9,4.2,.444,1.7,3.4,.490,0.2,0.8,.250,1.6,2.4,.676,1.4,4.0,5.4,0.7,0.2,0.5,1.2,2.2,5.5
Connor Arnold,virginia-military-institute,27,0,7.4,0.8,2.2,.350,0.1,0.6,.267,0.6,1.7,.378,0.1,0.1,1.000,0.3,0.7,1.1,0.2,0.2,0.0,0.4,0.5,2.3
Ta'Vonne Bond,virginia-military-institute,29,4,9.8,0.6,1.3,.410,0.5,0.9,.538,0.1,0.4,.154,0.4,0.6,.688,0.2,0.7,0.9,0.7,0.6,0.0,0.7,1.6,1.6
Will Miller,virginia-military-institute,18,0,11.3,0.7,1.5,.444,0.5,0.8,.643,0.2,0.7,.231,0.1,0.1,1.000,0.4,0.6,1.0,0.7,0.4,0.2,0.5,1.5,1.6
